"","V1","V2","V3","V4","V5"
"36269",56,158,314,418,431
"36279",56,262,418,431,450
"36280",158,262,418,431,450
"36281",158,262,314,431,450
"36980",56,262,314,431,450
"36981",56,158,262,314,450
"36983",56,158,262,295,418
"36984",56,158,262,295,314
"36986",158,262,295,314,431
"36991",85,158,295,314,431
"37003",56,262,295,418,450
"37867",232,262,295,418,450
"37872",56,232,314,418,450
"37885",85,158,232,314,431
"37887",158,232,314,418,431
"37893",158,232,262,418,431
"37894",232,262,295,418,431
"37896",56,232,262,295,418
"38583",56,262,295,314,431
"38597",56,85,314,431,450
"38603",56,158,262,418,431
"38615",85,158,314,431,450
"38618",85,158,314,418,431
"38620",85,158,314,418,450
"39491",56,85,232,314,431
"39495",56,232,262,314,431
"39497",56,232,262,418,431
"39501",56,158,232,262,418
"39511",56,85,314,418,431
"39517",56,232,314,418,431
"40165",56,85,158,265,431
"40169",56,265,364,418,431
"40174",158,211,364,418,431
"40176",158,211,364,418,450
"40180",56,211,364,418,450
"40186",85,158,364,418,431
"40191",56,158,265,418,431
"40192",56,158,211,418,431
"40196",56,158,364,418,431
"40198",158,364,418,431,450
"40202",158,295,418,431,450
"40205",158,211,265,295,450
"40209",56,211,265,295,450
"40211",56,211,295,364,418
"40214",56,211,364,418,431
"40223",211,265,295,431,450
"41007",56,211,262,364,431
"41013",158,211,363,418,431
"41016",158,265,363,418,450
"41025",56,262,364,418,431
"41029",56,211,262,363,431
"41031",56,262,363,418,431
"41040",158,262,363,418,431
"41061",56,265,363,418,431
"42419",56,85,211,364,431
"42421",56,85,262,364,431
"42425",56,158,262,363,418
"42427",158,262,363,418,450
"42428",158,262,364,418,450
"42429",85,158,364,418,450
"42431",56,85,158,364,418
"42443",56,85,158,211,364
"42446",158,262,364,418,431
"42449",158,225,262,265,363
"42455",158,211,225,265,363
"42458",85,363,364,418,431
"42467",56,262,363,364,418
"42469",56,262,265,363,364
"43204",56,85,262,363,431
"43210",158,225,265,363,418
"43213",85,158,225,363,418
"43215",56,85,158,225,418
"43216",56,85,158,225,265
"43234",158,265,363,418,431
"43241",85,158,262,364,431
"47140",56,85,158,418,431
"47141",56,158,225,262,418
"47146",158,225,262,265,364
"47148",225,262,265,364,431
"47159",56,67,262,364,418
"47160",56,67,265,364,418
"47161",56,67,225,265,418
"47164",56,67,225,262,431
"48813",56,85,251,262,431
"48819",56,67,158,265,418
"48823",67,158,265,364,418
"48824",67,158,262,364,418
"48829",85,158,251,262,431
"48834",56,67,85,251,262
"51595",67,251,265,364,418
"51596",67,225,265,364,418
"51601",67,85,225,265,364
"51617",225,265,364,418,431
"51619",56,225,265,418,431
"51620",225,251,265,418,431
"52233",67,225,262,364,418
"52236",56,67,251,262,418
"53395",56,225,251,262,431
"53396",56,225,251,418,431
"53397",158,225,251,418,431
"53400",158,251,364,418,431
"53402",67,158,251,364,418
"53404",56,67,158,262,364
"53407",225,251,262,364,431
"53412",225,251,364,418,431
"53418",56,67,251,418,431
"53421",56,67,364,418,431
"53439",56,251,364,418,431
"55511",85,225,364,418,431
"55512",67,158,225,262,418
"55513",67,85,158,225,418
"55528",56,85,225,418,431
"55530",56,225,418,431,457
"56425",56,85,262,364,418
"56432",56,85,158,262,418
"56436",158,225,262,418,431
"56439",56,225,262,418,431
"56442",56,85,262,418,431
"56477",67,158,225,418,457
"58998",56,262,265,364,431
"59003",56,67,225,262,418
"59006",67,225,265,418,457
"59009",225,265,364,418,457
"59016",225,262,364,418,431
"59018",56,225,364,418,431
"59027",67,225,262,364,457
