"","V1","V2","V3","V4","V5"
"48559",100,170,235,365,372
"48563",6,170,235,365,372
"52466",100,170,235,241,372
"52483",100,284,348,369,372
"52488",6,100,170,235,348
"52497",100,170,284,365,372
"52507",100,241,284,348,372
"53690",28,170,235,365,372
"53958",6,100,170,369,372
"53960",6,100,354,369,372
"53963",6,100,348,354,372
"53968",170,241,284,348,372
"53972",100,170,235,348,372
"53981",100,170,241,365,372
"53986",28,170,365,372,456
"56107",100,170,171,235,372
"56109",171,235,348,369,372
"56134",6,100,171,235,372
"56630",6,100,170,171,372
"56656",28,170,235,365,456
"56658",6,28,170,365,456
"58472",6,100,170,235,284
"58476",6,100,170,348,365
"58480",6,171,348,365,369
"58482",171,241,348,365,369
"58488",241,284,348,365,369
"58498",100,170,171,241,348
"58511",100,170,171,348,369
"58520",28,170,241,372,456
"59221",170,235,241,348,372
"59222",170,235,241,354,372
"59223",6,170,235,354,372
"59224",6,170,354,365,372
"59231",170,171,241,348,372
"59232",170,171,241,348,369
"59243",170,235,241,365,372
"59245",170,235,354,365,372
"59246",6,170,235,354,365
"59248",28,170,354,365,456
"60393",6,100,170,354,372
"60394",6,100,171,354,372
"60396",6,100,171,348,354
"62282",100,241,354,369,372
"62290",100,170,235,369,372
"62291",6,170,235,369,372
"62294",100,170,241,365,369
"62306",100,170,241,369,372
"62324",100,170,365,369,372
"62329",6,28,235,365,456
"62501",100,170,171,369,372
"62515",100,170,235,284,372
"62523",100,170,171,348,372
"62534",6,170,235,348,365
"3245",100,171,235,354,369
"6018",171,241,348,372,410
"6031",235,284,354,372,404
"6034",171,235,284,354,372
"6058",100,354,365,372,410
"6533",171,241,365,372,410
"6535",171,241,354,365,372
"6542",100,235,354,404,410
"6546",100,235,241,404,410
"6553",100,171,241,365,372
"6556",241,354,372,404,410
"6557",241,354,365,372,410
"6568",6,235,284,365,410
"9563",171,348,369,372,410
"9573",100,235,369,372,404
"9590",235,241,284,372,410
"16383",235,241,284,372,404
"16391",235,241,348,369,404
"16392",100,235,241,348,404
"16725",241,348,369,404,410
"16730",241,369,372,404,410
"16738",100,235,348,404,410
"16742",241,284,348,404,410
"17755",171,235,369,372,404
"17796",100,171,284,348,369
"18311",235,241,284,354,372
"20132",100,241,348,404,410
"20154",241,348,354,372,410
"20156",348,354,372,404,410
"20157",171,354,372,404,410
"20170",6,365,369,372,410
"20171",6,235,365,372,410
"20175",6,100,235,284,365
"22044",6,100,354,365,410
"22065",100,241,354,365,410
"22713",241,284,348,369,404
"22755",100,235,241,284,365
"23478",6,100,348,354,365
"23513",6,109,235,365,410
"24266",6,100,284,365,372
"24268",6,100,284,348,372
"24299",241,284,348,354,372
"24302",100,284,348,354,372
"24305",235,348,354,369,372
"31897",235,241,284,369,372
"31904",100,235,241,369,372
"31922",284,365,372,410,456
"31924",6,365,372,410,456
"32373",100,241,284,365,372
"32394",6,100,235,284,372
"33036",28,235,372,410,456
"33546",100,241,365,369,372
"33547",100,241,348,365,372
"37393",100,235,354,365,410
"37397",28,100,235,365,410
"37412",100,235,241,365,369
"37428",100,235,241,410,456
"37429",28,100,235,410,456
"38111",100,235,348,365,410
"38135",6,284,354,365,410
"38551",6,100,284,365,410
"38554",6,100,284,348,410
"39018",100,241,284,348,410
"39021",28,100,235,348,410
"39054",100,348,354,369,410
"39062",235,348,354,369,410
"42871",100,235,241,348,456
"42872",100,235,241,365,456
"42874",6,100,235,365,456
"42886",6,170,284,348,369
"42906",100,170,241,369,456
"46393",6,100,354,365,372
"46428",6,170,365,372,411
"47231",100,235,241,348,365
"47232",6,100,235,348,365
"47277",6,235,365,372,411
"49318",100,170,348,369,372
"49563",100,241,284,354,372
"49566",6,100,235,354,372
"49581",170,235,241,284,348
"49582",100,170,235,284,348
"50879",100,170,241,348,354
"50920",241,348,365,369,372
"50926",28,235,365,372,456
"51002",100,235,365,369,372
"54737",6,170,365,372,456
"55218",28,100,170,365,372
"55219",28,100,170,365,456
"55240",28,100,170,235,365
"55247",28,100,170,372,456
"55249",28,100,170,235,372
"57117",170,171,241,348,456
"57119",170,171,241,365,456
"57121",170,241,354,365,456
"57122",6,170,354,365,456
"57126",170,171,354,365,456
"57127",170,171,348,354,365
"57130",170,171,348,354,369
"57135",171,241,348,369,456
"57146",6,28,354,365,456
"57150",28,109,354,365,456
"57154",6,28,109,365,456
"57878",6,100,284,354,365
"57881",6,100,170,284,365
"57883",28,170,284,365,456
"57887",28,109,170,365,456
"57889",28,100,109,170,456
"57890",28,100,170,354,456
"57904",100,170,354,365,456
"57910",6,170,284,365,456
"57922",6,100,170,354,365
"57925",6,100,170,365,456
"57928",6,170,284,354,365
"59745",6,284,354,365,372
"59746",28,284,354,365,372
"59751",28,170,235,372,456
"59757",170,235,354,365,456
"59758",170,354,365,372,456
"59762",6,354,365,372,456
"59764",6,235,354,365,372
"59766",28,235,354,365,372
"59767",28,170,354,365,372
"59774",6,170,235,372,456
"59778",28,109,235,365,456
"59780",6,109,235,365,456
"61972",170,241,284,369,372
"61980",100,235,241,354,456
"61982",6,100,170,354,456
"61983",6,100,170,354,369
"61984",100,170,241,354,369
"61994",6,100,170,284,372
"62012",6,100,170,235,369
"62016",100,170,241,284,372
"62021",100,170,354,369,372
"62553",100,170,171,241,372
"62572",170,171,348,369,372
"62580",100,170,171,354,372
"62584",100,170,241,354,372
"62588",100,170,171,241,365
"62600",28,100,235,365,372
"63366",6,100,170,171,348
"63374",6,170,235,284,372
