"","V1","V2","V3","V4","V5"
"48043",41,176,207,391,417
"48044",41,207,252,391,417
"48049",41,200,252,306,391
"48051",41,176,200,252,306
"48057",176,200,211,321,390
"48486",41,211,306,388,391
"48491",176,207,211,388,391
"48497",176,211,252,390,417
"48498",176,211,252,306,417
"48517",211,252,306,388,391
"48521",176,200,321,388,390
"48523",200,211,321,388,390
"49784",176,211,306,391,417
"49788",200,211,306,388,391
"49790",200,211,388,390,391
"49793",200,207,252,388,390
"49794",200,207,388,390,391
"49799",176,252,306,390,417
"49816",200,207,211,388,391
"49828",176,211,390,391,417
"49832",176,200,211,321,391
"50573",41,211,252,390,417
"50575",41,211,252,306,388
"51280",176,211,388,391,417
"51288",41,176,306,388,390
"51330",176,211,321,390,417
"52662",41,176,207,252,388
"52669",41,207,211,252,417
"52698",211,252,390,391,417
"55258",41,211,306,391,417
"55266",176,207,211,252,388
"55285",176,207,252,306,391
"55293",41,207,211,391,417
"55294",41,207,211,388,391
"56521",176,252,306,388,390
"56536",41,211,252,388,390
"57328",176,211,252,306,388
"57333",200,207,252,390,417
"57337",200,252,306,390,391
"57339",200,252,306,390,417
"57367",176,252,306,321,417
"58061",211,306,388,391,417
"60165",207,211,252,388,391
"60167",41,207,211,252,388
"60182",41,207,211,306,391
"60620",176,252,321,388,390
"60665",176,211,321,388,390
"60770",176,200,207,390,391
"60805",41,207,252,390,391
"62613",176,252,306,321,388
"62630",41,176,252,390,417
"62651",176,200,211,321,346
"64121",176,252,306,388,391
"64124",41,176,306,388,391
"64134",176,252,388,390,391
"64140",176,200,346,388,390
"988",202,252,306,408,417
"993",202,346,388,390,408
"994",202,207,346,388,390
"1007",41,207,346,408,417
"1016",202,252,306,388,408
"1020",202,207,346,388,408
"1027",41,252,390,408,417
"1036",202,207,306,346,388
"1039",202,346,388,390,416
"2337",346,388,390,391,408
"2338",207,388,390,391,417
"2942",202,207,252,408,417
"2943",202,252,390,408,417
"2954",41,202,207,306,388
"2968",41,346,388,390,408
"2972",202,207,252,306,417
"2983",41,202,252,306,417
"2988",41,202,306,388,417
"3963",202,252,388,390,408
"3981",41,207,306,346,388
"3998",41,202,346,390,417
"6605",207,388,391,408,417
"6618",202,207,321,388,391
"6634",41,202,275,321,390
"8391",202,275,306,321,391
"8399",202,207,252,275,390
"8405",207,252,275,306,391
"8413",202,207,306,388,391
"9754",207,252,346,408,417
"9758",202,207,252,388,408
"9761",202,207,321,346,417
"9767",306,321,346,391,417
"9780",202,306,321,346,388
"9783",202,207,321,346,388
"9786",202,207,321,391,417
"9797",202,321,346,388,390
"11311",176,207,252,321,388
"11335",306,321,346,388,417
"11340",207,252,321,346,388
"11341",176,207,346,388,390
"11342",176,207,346,390,417
"12144",176,207,321,346,388
"12182",306,321,346,388,390
"12185",176,321,346,388,390
"12452",207,306,346,391,417
"12475",176,346,388,390,391
"12480",176,202,275,321,391
"12484",176,202,275,346,390
"16276",41,207,346,388,408
"16885",41,252,306,391,417
"16910",41,202,321,346,388
"19514",346,390,391,408,417
"19533",207,252,391,408,417
"20555",41,306,346,390,417
"23146",207,252,346,390,391
"23601",41,275,306,391,416
"23604",207,252,275,390,391
"23607",207,252,275,346,390
"23612",252,306,346,416,417
"23629",41,275,306,390,391
"23630",41,207,275,390,391
"23638",41,207,252,275,390
"25467",207,252,275,391,416
"25468",41,207,252,275,306
"25477",207,346,390,391,417
"25479",202,346,390,416,417
"25484",202,275,346,390,416
"26897",176,252,388,390,408
"26899",176,252,390,408,417
"26923",176,202,321,388,390
"29165",176,207,388,390,417
"29193",176,202,275,321,408
"29195",176,275,321,390,408
"29810",207,306,391,408,417
"29847",41,176,207,252,417
"31665",207,321,388,390,391
"31667",207,321,390,391,417
"31669",207,252,321,390,417
"31682",41,252,321,388,390
"31695",176,207,388,391,408
"32058",41,176,207,390,391
"32060",41,176,306,390,391
"32686",176,207,388,391,416
"32689",176,207,252,388,408
"32691",252,388,390,408,417
"32708",176,388,390,391,408
"33230",176,275,321,346,390
"34349",41,176,390,391,408
"34366",41,207,391,408,417
"34372",252,390,391,408,417
"34374",176,390,391,408,417
"35497",41,176,207,408,417
"35507",41,388,391,408,417
"36574",275,321,346,388,390
"36575",275,321,346,388,416
"36581",176,275,321,346,416
"39186",176,202,275,321,346
"45213",41,211,390,391,417
"45221",176,200,321,390,416
"46781",211,252,388,390,391
"46793",41,176,211,306,417
"47494",207,211,252,391,417
"47495",176,207,211,391,417
"47507",207,252,388,391,417
"49466",41,207,388,390,417
"53098",41,211,306,388,417
"53106",176,211,252,388,390
"53129",41,176,211,306,388
"53149",41,176,207,211,417
"53151",41,176,211,390,417
"54913",41,176,211,388,390
"54918",176,200,211,388,390
"54923",41,200,321,388,390
"54924",41,176,200,321,390
"54925",41,176,321,388,390
"58866",176,207,252,321,417
"58867",176,211,252,321,417
"58870",176,200,211,321,388
"59842",176,207,321,391,417
"59873",200,211,321,388,391
"60215",41,207,252,306,390
"60217",41,207,321,388,390
"61135",41,176,207,388,417
"61138",41,176,306,388,417
"61157",200,306,388,390,391
"61158",200,207,306,388,391
"61178",200,207,306,391,417
"63096",41,200,207,306,391
"63687",41,176,252,306,390
"63721",207,252,321,388,417
