"","x"
"629",73
"630",69
"631",125
"632",100
"633",222
"634",347
"635",209
"636",189
"637",271
"638",110
"639",9
"640",198
"641",173
"642",878
"643",36
"644",136
"645",121
